customer_id,monthly_usage_hours,tenure_months,support_tickets,subscription_type,churn
858,28.0,34,1,Premium,0
859,15.9,37,2,Premium,0
860,6.4,36,3,Basic,1
861,15.7,19,0,Premium,0
862,20.1,19,1,Basic,0
863,23.2,43,3,Standard,0
864,12.2,13,1,Standard,1
865,20.4,45,1,Standard,0
866,6.5,52,0,Basic,0
867,36.9,46,1,Basic,1
868,21.4,24,0,Standard,1
869,13.1,8,0,Standard,0
870,42.0,49,1,Standard,0
871,9.7,25,1,Basic,1
872,11.7,38,0,Basic,0
873,1.1,56,4,Standard,0
874,5.4,43,4,Basic,1
875,23.6,18,0,Basic,1
876,25.8,31,2,Standard,1
877,53.7,37,2,Standard,0
878,23.4,46,1,Basic,0
879,22.7,57,1,Premium,0
880,40.1,37,4,Standard,1
881,13.3,12,1,Standard,0
882,25.2,29,4,Standard,0
883,11.3,30,3,Basic,0
884,78.5,57,2,Basic,0
885,12.2,3,2,Standard,1
886,31.0,18,0,Standard,1
887,10.0,23,2,Basic,0
888,41.0,31,1,Basic,0
889,32.1,37,2,Standard,0
890,17.0,54,1,Basic,1
891,13.5,38,3,Standard,0
892,17.4,58,1,Standard,0
893,22.9,25,1,Basic,0
894,13.5,45,4,Standard,0
895,17.0,20,2,Basic,0
896,26.1,34,1,Basic,0
897,45.0,34,0,Premium,0
898,29.8,33,2,Basic,0
899,19.8,39,1,Basic,0
900,46.4,11,0,Basic,1
901,11.4,56,0,Standard,0
902,48.4,55,0,Standard,0
903,55.8,23,0,Basic,0
904,24.5,17,4,Standard,1
905,4.5,20,0,Basic,0
906,21.7,36,1,Basic,0
907,9.0,38,2,Basic,0
908,41.0,34,2,Basic,0
909,11.7,19,1,Basic,0
910,7.4,15,1,Premium,0
911,37.4,60,1,Standard,0
912,10.5,50,3,Basic,0
913,45.3,43,4,Basic,0
914,34.1,40,3,Basic,0
915,25.4,28,2,Basic,0
916,0.9,18,2,Basic,1
917,14.9,3,2,Basic,1
918,30.5,22,0,Standard,0
919,24.5,27,3,Basic,1
920,24.3,37,0,Basic,0
921,40.7,20,4,Basic,0
922,29.8,32,2,Basic,0
923,57.5,8,1,Standard,0
924,31.7,59,2,Basic,0
925,44.6,51,1,Premium,0
926,15.0,41,3,Basic,0
927,18.8,60,4,Basic,1
928,54.6,40,1,Basic,0
929,19.4,37,2,Basic,0
930,22.0,20,1,Premium,0
931,14.8,54,0,Standard,1
932,18.3,54,3,Premium,0
933,41.7,22,1,Basic,1
934,28.1,58,2,Basic,0
935,33.7,7,3,Basic,1
936,29.7,44,1,Basic,1
937,11.7,47,0,Standard,0
938,49.5,5,1,Basic,0
939,26.9,52,1,Standard,0
940,22.9,46,0,Basic,0
941,14.2,4,1,Basic,1
942,24.7,25,1,Standard,0
943,23.4,52,2,Premium,0
944,21.1,33,1,Basic,0
945,3.1,18,3,Basic,1
946,32.4,31,3,Premium,1
947,10.1,54,1,Premium,0
948,14.5,46,0,Standard,0
949,11.5,54,3,Basic,1
950,9.9,46,1,Basic,0
951,19.6,31,0,Basic,0
952,14.7,7,3,Basic,1
953,11.1,11,2,Basic,1
954,3.9,10,1,Basic,0
955,14.4,58,2,Standard,0
956,12.2,20,4,Standard,0
957,22.9,56,1,Basic,0
958,15.6,29,2,Basic,1
959,25.3,18,0,Premium,0
960,12.4,42,2,Basic,0
961,34.0,40,2,Standard,0
962,33.8,1,0,Basic,0
963,30.3,23,0,Basic,0
964,12.9,12,1,Basic,0
965,4.7,30,3,Basic,1
966,44.9,60,1,Basic,0
967,29.1,59,1,Standard,0
968,44.2,14,2,Basic,0
969,30.7,24,6,Basic,1
970,55.6,30,0,Basic,0
971,25.8,26,1,Standard,0
972,51.5,13,1,Standard,0
973,15.6,21,3,Basic,0
974,102.1,57,3,Premium,0
975,15.0,33,0,Basic,1
976,8.9,39,0,Premium,0
977,8.6,4,1,Basic,0
978,38.2,26,1,Basic,0
979,18.1,36,0,Basic,0
980,16.4,59,2,Basic,0
981,18.1,54,1,Basic,0
982,8.0,32,1,Basic,0
983,45.8,14,3,Standard,0
984,7.7,5,3,Premium,0
985,48.3,7,2,Standard,0
986,11.0,27,3,Premium,1
987,17.5,51,3,Basic,0
988,31.6,36,5,Basic,1
989,5.9,51,3,Basic,0
990,24.3,29,0,Basic,0
991,16.2,3,0,Basic,1
992,31.4,48,2,Premium,0
993,28.4,21,2,Standard,1
994,17.8,39,3,Basic,0
995,25.7,21,1,Standard,0
996,47.0,55,1,Basic,0
997,28.2,30,5,Standard,1
998,33.7,33,1,Basic,0
999,10.6,33,1,Standard,0
1000,7.1,29,1,Basic,0
